#,,Data No,Date,Time,,Date/Time,Temperature,Humidity
,,21068,2017-06-22,00:00:00,,2017-06-22 00:00:00,26.3917,50.3927
,,21069,2017-06-22,00:10:00,,2017-06-22 00:10:00,26.3273,50.4995
,,21070,2017-06-22,00:20:00,,2017-06-22 00:20:00,26.263,50.6673
,,21071,2017-06-22,00:30:00,,2017-06-22 00:30:00,26.2094,50.8352
,,21072,2017-06-22,00:40:00,,2017-06-22 00:40:00,26.145,50.9801
,,21073,2017-06-22,00:50:00,,2017-06-22 00:50:00,26.0914,51.2395
,,21074,2017-06-22,01:00:00,,2017-06-22 01:00:00,26.027,51.3006
,,21075,2017-06-22,01:10:00,,2017-06-22 01:10:00,25.9734,51.5371
,,21076,2017-06-22,01:20:00,,2017-06-22 01:20:00,25.9198,51.6897
,,21077,2017-06-22,01:30:00,,2017-06-22 01:30:00,25.8554,51.8651
,,21078,2017-06-22,01:40:00,,2017-06-22 01:40:00,25.8018,52.0406
,,21079,2017-06-22,01:50:00,,2017-06-22 01:50:00,25.7375,52.1551
,,21080,2017-06-22,02:00:00,,2017-06-22 02:00:00,25.6838,52.4526
,,21081,2017-06-22,02:10:00,,2017-06-22 02:10:00,25.6195,52.6891
,,21082,2017-06-22,02:20:00,,2017-06-22 02:20:00,25.5659,52.8646
,,21083,2017-06-22,02:30:00,,2017-06-22 02:30:00,25.4908,52.9867
,,21084,2017-06-22,02:40:00,,2017-06-22 02:40:00,25.4801,53.2766
,,21085,2017-06-22,02:50:00,,2017-06-22 02:50:00,25.4372,53.3376
,,21086,2017-06-22,03:00:00,,2017-06-22 03:00:00,25.3728,53.6275
,,21087,2017-06-22,03:10:00,,2017-06-22 03:10:00,25.3299,53.7725
,,21088,2017-06-22,03:20:00,,2017-06-22 03:20:00,25.2656,53.864
,,21089,2017-06-22,03:30:00,,2017-06-22 03:30:00,25.2119,53.8946
,,21090,2017-06-22,03:40:00,,2017-06-22 03:40:00,25.169,53.9861
,,21091,2017-06-22,03:50:00,,2017-06-22 03:50:00,25.1154,54.1616
,,21092,2017-06-22,04:00:00,,2017-06-22 04:00:00,25.0618,54.1921
,,21093,2017-06-22,04:10:00,,2017-06-22 04:10:00,25.0189,54.276
,,21094,2017-06-22,04:20:00,,2017-06-22 04:20:00,24.9653,54.3676
,,21095,2017-06-22,04:30:00,,2017-06-22 04:30:00,24.9116,54.482
,,21096,2017-06-22,04:40:00,,2017-06-22 04:40:00,24.858,54.4286
,,21097,2017-06-22,04:50:00,,2017-06-22 04:50:00,24.8044,54.688
,,21098,2017-06-22,05:00:00,,2017-06-22 05:00:00,24.7722,54.833
,,21099,2017-06-22,05:10:00,,2017-06-22 05:10:00,24.74,54.955
,,21100,2017-06-22,05:20:00,,2017-06-22 05:20:00,24.7186,55.1
,,21101,2017-06-22,05:30:00,,2017-06-22 05:30:00,24.6971,55.3594
,,21102,2017-06-22,05:40:00,,2017-06-22 05:40:00,24.6971,55.4815
,,21103,2017-06-22,05:50:00,,2017-06-22 05:50:00,24.6971,55.6264
,,21104,2017-06-22,06:00:00,,2017-06-22 06:00:00,24.7079,55.718
,,21105,2017-06-22,06:10:00,,2017-06-22 06:10:00,24.7186,55.657
,,21106,2017-06-22,06:20:00,,2017-06-22 06:20:00,24.74,55.718
,,21107,2017-06-22,06:30:00,,2017-06-22 06:30:00,24.7722,55.6264
,,21108,2017-06-22,06:40:00,,2017-06-22 06:40:00,24.8044,55.451
,,21109,2017-06-22,06:50:00,,2017-06-22 06:50:00,24.8366,55.3289
,,21110,2017-06-22,07:00:00,,2017-06-22 07:00:00,24.8795,55.1534
,,21111,2017-06-22,07:10:00,,2017-06-22 07:10:00,24.9331,54.955
,,21112,2017-06-22,07:20:00,,2017-06-22 07:20:00,24.9867,54.955
,,21113,2017-06-22,07:30:00,,2017-06-22 07:30:00,25.0403,54.9245
,,21114,2017-06-22,07:40:00,,2017-06-22 07:40:00,25.094,55.2144
,,21115,2017-06-22,07:50:00,,2017-06-22 07:50:00,25.169,55.657
,,21116,2017-06-22,08:00:00,,2017-06-22 08:00:00,25.2441,56.3283
,,21117,2017-06-22,08:10:00,,2017-06-22 08:10:00,25.3299,56.8624
,,21118,2017-06-22,08:20:00,,2017-06-22 08:20:00,25.405,57.3583
,,21119,2017-06-22,08:30:00,,2017-06-22 08:30:00,25.4801,57.9763
,,21120,2017-06-22,08:40:00,,2017-06-22 08:40:00,25.5444,59.0597
,,21121,2017-06-22,08:50:00,,2017-06-22 08:50:00,25.6731,61.6765
,,21122,2017-06-22,09:00:00,,2017-06-22 09:00:00,25.7911,61.3561
,,21123,2017-06-22,09:10:00,,2017-06-22 09:10:00,25.8983,61.1196
,,21124,2017-06-22,09:20:00,,2017-06-22 09:20:00,26.0163,59.7387
,,21125,2017-06-22,09:30:00,,2017-06-22 09:30:00,26.1236,58.7392
,,21126,2017-06-22,09:40:00,,2017-06-22 09:40:00,26.2844,59.4182
,,21127,2017-06-22,09:50:00,,2017-06-22 09:50:00,26.4131,60.0362
,,21128,2017-06-22,10:00:00,,2017-06-22 10:00:00,26.5633,61.2798
,,21129,2017-06-22,10:10:00,,2017-06-22 10:10:00,26.6491,59.8379
,,21130,2017-06-22,10:20:00,,2017-06-22 10:20:00,26.7242,57.1599
,,21131,2017-06-22,10:30:00,,2017-06-22 10:30:00,26.8743,56.9234
,,21132,2017-06-22,10:40:00,,2017-06-22 10:40:00,27.003,57.5719
,,21133,2017-06-22,10:50:00,,2017-06-22 10:50:00,27.1424,58.4875
,,21134,2017-06-22,11:00:00,,2017-06-22 11:00:00,27.2497,59.67
,,21135,2017-06-22,11:10:00,,2017-06-22 11:10:00,27.3355,58.9605
,,21136,2017-06-22,11:20:00,,2017-06-22 11:20:00,27.4642,59.0444
,,21137,2017-06-22,11:30:00,,2017-06-22 11:30:00,27.5929,60.4635
,,21138,2017-06-22,11:40:00,,2017-06-22 11:40:00,27.6787,60.5855
,,21139,2017-06-22,11:50:00,,2017-06-22 11:50:00,27.786,60.2956
,,21140,2017-06-22,12:00:00,,2017-06-22 12:00:00,27.8932,60.5321
,,21141,2017-06-22,12:10:00,,2017-06-22 12:10:00,28.0005,60.8221
,,21142,2017-06-22,12:20:00,,2017-06-22 12:20:00,28.0863,61.4477
,,21143,2017-06-22,12:30:00,,2017-06-22 12:30:00,28.1828,61.6231
,,21144,2017-06-22,12:40:00,,2017-06-22 12:40:00,28.2793,62.5768
,,21145,2017-06-22,12:50:00,,2017-06-22 12:50:00,28.3758,63.9043
